0.26,0.039315,0.094119
0.2605,0.039384,0.093927
0.261,0.039452,0.093736
0.2615,0.03952,0.093544
0.262,0.039588,0.093353
0.2625,0.039657,0.093161
0.263,0.039725,0.092968
0.2635,0.039794,0.092776
0.264,0.039862,0.092583
0.2645,0.039931,0.09239
0.265,0.04,0.092197
0.2655,0.040068,0.092003
0.266,0.040137,0.09181
0.2665,0.040206,0.091616
0.267,0.040275,0.091422
0.2675,0.040344,0.091227
0.268,0.040413,0.091033
0.2685,0.040482,0.090838
0.269,0.040551,0.090643
0.2695,0.04062,0.090447
0.27,0.040689,0.090252
0.2705,0.040758,0.090056
0.271,0.040828,0.08986
0.2715,0.040897,0.089664
0.272,0.040966,0.089467
0.2725,0.041035,0.08927
0.273,0.041105,0.089073
0.2735,0.041174,0.088876
0.274,0.041244,0.088678
0.2745,0.041313,0.08848
0.275,0.041383,0.088282
0.2755,0.041452,0.088084
0.276,0.041522,0.087885
0.2765,0.041591,0.087686
0.277,0.041661,0.087487
0.2775,0.04173,0.087288
0.278,0.0418,0.087088
0.2785,0.04187,0.086888
0.279,0.041939,0.086688
0.2795,0.042009,0.086487
0.28,0.042079,0.086287
0.2805,0.042149,0.086086
0.281,0.042218,0.085884
0.2815,0.042288,0.085683
0.282,0.042358,0.085481
0.2825,0.042428,0.085279
0.283,0.042498,0.085076
0.2835,0.042567,0.084874
0.284,0.042637,0.084671
0.2845,0.042707,0.084467
0.285,0.042777,0.084264
0.2855,0.042847,0.08406
0.286,0.042916,0.083856
0.2865,0.042986,0.083652
0.287,0.043056,0.083447
0.2875,0.043126,0.083242
0.288,0.043196,0.083037
0.2885,0.043265,0.082831
0.289,0.043335,0.082625
0.2895,0.043405,0.082419
0.29,0.043475,0.082213
0.2905,0.043545,0.082006
0.291,0.043614,0.081799
0.2915,0.043684,0.081592
0.292,0.043754,0.081384
0.2925,0.043823,0.081176
0.293,0.043893,0.080968
0.2935,0.043963,0.080759
0.294,0.044032,0.080551
0.2945,0.044102,0.080341
0.295,0.044171,0.080132
0.29531,0.044215,0.08
